2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999
29,29,25,43,25,37,25,49,40,29,39,38,32,51
23,36,24,29,26,25,26,35,39,28,32,55,50,41
61,27,24,34,25,35,25,30,29,35,37,35,23,20
30,25,27,48,41,29,41,37,35,29,32,26,33,29
28,35,25,24,36,42,36,23,33,29,36,30,41,31
30,20,47,22,31,25,31,38,29,39,25,36,59,45
35,30,49,32,30,38,30,28,25,30,31,26,49,32
28,32,22,24,31,55,31,32,30,26,32,27,43,30
67,34,27,38,23,35,23,17,29,27,39,36,50,31
36,29,48,24,27,32,27,40,33,29,53,55,36,27
26,28,37,21,25,23,25,43,25,24,37,30,30,33
53,28,60,36,39,22,39,27,22,32,29,36,26,33
42,48,34,37,22,39,22,28,24,42,32,36,47,31
22,45,36,31,27,25,27,32,26,39,32,37,33,29
32,34,25,42,25,39,25,37,29,29,28,42,44,49
41,30,29,29,55,25,55,28,21,27,32,27,42,28
31,26,40,27,41,31,41,28,24,29,32,35,29,48
34,40,36,39,28,23,28,32,28,31,32,29,27,43
31,45,32,40,29,34,29,28,27,29,38,29,60,44
26,39,40,44,26,15,26,48,31,31,32,42,29,32
32,26,25,45,25,35,25,29,29,49,36,51,59,28
31,31,25,25,37,37,37,55,27,36,25,22,48,55
26,59,25,27,26,31,26,34,43,41,36,36,24,35
30,27,41,31,29,31,29,47,47,44,40,29,29,30
38,28,44,25,40,39,40,51,27,41,56,27,39,43
43,39,33,28,26,32,26,24,37,36,38,32,54,27
36,32,35,38,37,27,37,43,42,22,27,28,42,38
30,25,35,29,28,22,28,27,29,44,54,42,30,31
50,49,42,30,37,28,37,31,24,32,32,26,43,35
24,25,28,26,30,27,30,32,40,46,48,52,24,50
43,21,42,32,36,34,36,28,33,32,32,44,38,54
37,28,22,40,26,26,26,40,36,25,47,24,24,30
35,37,25,39,27,22,27,44,54,39,43,50,44,36
39,41,33,28,35,46,35,27,42,40,41,27,54,34
46,57,23,33,40,16,40,59,28,31,39,27,31,26
29,34,29,19,38,46,38,41,31,39,20,25,28,26
29,46,60,28,24,33,24,31,33,38,30,38,27,40
26,40,37,26,29,39,29,29,50,46,36,25,26,24
26,27,26,41,34,44,34,29,24,23,32,33,50,24
27,54,33,31,36,42,36,37,26,22,27,40,44,34
47,37,24,23,33,33,33,39,31,39,25,38,33,33
37,28,41,38,41,31,41,32,26,43,27,37,55,43
32,42,40,37,38,25,38,24,24,48,39,29,28,29
23,20,40,33,37,27,37,36,53,38,43,42,47,35
32,33,30,45,32,36,32,26,27,39,45,37,26,26
26,25,26,23,38,30,38,25,43,33,30,50,30,44
29,32,45,40,50,38,50,36,45,35,43,27,57,29
24,30,37,30,18,30,18,29,32,47,43,31,55,44
33,26,40,26,31,45,31,36,23,42,28,25,44,31
34,22,33,23,53,41,53,41,23,28,31,56,32,45
22,37,25,29,24,33,24,32,30,49,32,27,52,44
55,33,33,27,43,28,43,27,40,34,32,42,28,31
60,27,27,26,27,28,27,59,45,32,44,30,49,43
38,46,34,30,33,46,33,24,44,34,29,39,24,42
36,42,38,44,25,38,25,38,45,31,48,48,41,39
37,40,30,35,42,45,42,39,39,43,47,33,22,38
42,42,30,29,23,46,23,51,30,28,28,44,43,25
50,29,35,26,29,52,29,31,40,47,29,33,49,47
20,40,28,36,23,37,23,24,45,26,31,45,39,29
42,42,25,37,34,36,34,26,32,14,24,29,54,31
43,41,33,36,26,43,26,39,40,29,33,29,60,48
47,40,55,34,23,24,23,35,36,29,38,32,49,41
26,35,39,29,43,26,43,24,34,30,30,38,46,22
43,36,26,31,22,54,22,38,43,26,35,40,57,36
26,22,34,35,31,27,31,50,29,31,36,34,37,37
33,50,43,35,59,42,59,35,45,50,34,46,46,54
38,52,24,38,54,32,54,32,29,32,35,28,31,40
33,40,25,24,23,35,23,48,46,38,29,48,51,30
53,24,23,32,30,26,30,35,32,32,26,23,22,31
23,26,28,30,25,49,25,34,45,26,34,31,46,48
30,36,36,32,46,23,46,48,28,27,45,53,52,28
40,27,25,50,28,26,28,53,28,38,34,62,22,53
32,50,28,17,22,35,22,37,31,51,41,29,29,26
34,31,36,28,31,49,31,46,51,31,51,31,48,23
36,25,30,49,33,26,33,26,31,30,51,49,26,34
28,33,30,38,34,25,34,37,38,57,44,31,63,37
28,38,42,40,37,38,37,29,40,32,28,25,30,26
29,28,25,29,28,28,28,30,27,49,43,25,47,41
27,25,21,27,38,25,38,24,26,34,26,27,32,42
28,34,47,30,39,41,39,54,50,23,27,24,52,31
35,33,24,26,38,36,38,36,24,27,24,25,56,31
36,42,36,36,55,35,55,22,48,47,31,39,41,41
31,39,29,32,49,27,49,36,23,28,44,37,32,22
23,24,38,27,23,23,23,48,31,28,38,33,47,31
68,27,46,28,54,49,54,51,45,42,29,23,50,34
29,31,35,32,38,25,38,28,38,26,48,30,30,34
35,30,28,36,29,39,29,29,49,43,42,42,56,29
34,28,30,32,33,38,33,33,61,35,26,38,45,53
40,27,41,27,24,32,24,26,38,33,45,29,38,58
27,28,25,31,33,27,33,42,30,32,31,27,75,30
28,29,38,33,34,27,34,36,28,37,27,33,,30
36,41,28,47,34,37,34,29,33,28,30,29,,27
30,26,24,26,27,29,27,43,35,45,31,45,,25
27,31,36,31,24,29,24,23,37,31,40,24,,34
56,35,28,23,26,33,26,43,27,42,49,23,,58
29,31,32,28,30,28,30,24,43,26,41,41,,26
54,29,44,27,32,34,32,33,45,36,28,30,,26
31,46,25,26,25,24,25,40,32,28,32,31,,28
27,54,45,30,35,42,35,27,36,45,39,31,,
32,23,25,20,47,39,47,28,37,30,45,43,,51
19,41,29,30,49,26,49,23,44,26,27,25,,42
41,48,44,25,45,30,45,27,30,43,26,25,,61
36,36,34,39,33,26,33,51,28,32,26,45,,34
33,40,39,31,57,37,57,40,25,29,45,46,,26
41,25,36,34,29,24,29,30,53,26,36,32,,31
40,46,36,30,36,33,36,23,37,25,28,40,,37
42,33,31,33,40,27,40,39,41,26,48,30,,26
43,43,36,27,43,29,43,29,50,36,,48,,30
37,53,33,40,37,25,37,31,38,35,43,32,,43
27,32,23,50,25,42,25,38,44,35,31,48,,32
39,34,24,41,35,33,35,53,46,24,29,48,,36
31,48,51,36,22,41,22,43,28,45,32,25,,33
25,21,33,21,28,35,28,27,27,26,24,29,,44
39,30,27,35,29,35,29,27,43,41,23,29,,31
55,40,33,30,46,46,46,31,26,50,56,31,,40
36,38,36,32,25,31,25,27,28,39,37,27,,33
44,32,25,27,42,46,42,39,40,37,22,28,,45
28,28,36,25,54,39,54,23,27,24,22,27,,26
38,34,34,24,26,31,26,26,28,32,30,29,,29
30,30,38,22,24,25,24,30,29,37,37,31,,37
69,49,37,31,25,23,25,31,32,28,36,47,,29
28,27,38,27,25,34,25,35,25,33,25,43,,34
28,34,41,27,22,29,22,25,51,35,26,29,,47
31,29,28,32,29,39,29,27,27,37,29,48,,31
25,24,47,29,25,49,25,27,25,27,23,29,,30
35,46,37,29,27,25,27,28,21,28,52,48,,39
24,34,31,27,26,35,26,23,26,50,30,46,,40
34,25,27,38,30,45,30,17,23,25,42,35,,38
33,24,32,46,31,24,31,56,32,22,25,33,,50
33,34,29,43,35,32,35,44,28,46,23,39,,40
25,32,23,29,41,43,41,39,26,41,29,36,,31
35,31,55,32,28,32,28,41,34,38,23,31,,30
27,24,29,25,40,30,40,46,32,26,30,31,,38
28,26,30,29,36,22,36,48,21,28,36,31,,43
23,25,46,24,34,26,34,29,34,42,33,44,,45
34,29,40,27,17,47,17,30,33,27,47,28,,36
39,35,60,22,26,32,26,41,37,35,37,28,,51
25,34,33,39,47,24,47,26,37,25,57,31,,56
34,54,24,39,58,32,58,27,30,37,31,27,,44
31,31,27,45,36,32,36,38,35,23,24,35,,41
34,38,24,51,24,24,24,29,25,29,23,39,,30
32,38,38,33,26,31,26,48,39,30,42,54,,35
38,27,31,29,26,29,26,37,23,27,39,36,,23
56,45,24,26,35,35,35,29,26,46,31,62,,27
29,38,24,26,23,24,23,28,30,30,34,40,,23
23,27,46,37,36,23,36,26,26,25,25,46,,59
48,46,46,32,20,42,20,32,29,23,24,54,,46
25,39,29,24,50,22,50,31,29,55,48,25,,27
26,27,39,28,33,40,33,28,43,46,25,24,,29
32,24,24,27,61,29,61,28,42,50,32,24,,27
42,49,26,29,24,23,24,40,38,52,54,44,,34
39,24,32,20,36,27,36,39,43,26,25,30,,64
29,37,30,50,50,28,50,42,28,43,39,60,,46
44,30,29,26,28,24,28,39,30,35,25,49,,28
30,30,27,25,40,36,40,24,36,29,36,27,,32
36,30,33,26,26,25,26,36,29,38,31,54,,40
42,40,28,48,22,38,22,24,30,27,45,40,,26
21,35,41,57,25,42,25,27,32,23,30,28,,50
30,44,25,27,25,22,25,29,27,24,43,58,,27
24,37,36,42,43,25,43,24,33,24,38,41,,41
55,29,26,29,26,23,26,27,46,25,29,31,,64
23,27,30,41,28,25,28,29,26,25,54,26,,58
26,44,26,24,34,28,34,33,25,25,37,27,,45
28,49,36,26,51,51,51,23,30,44,29,35,,52
32,36,37,44,38,22,38,24,41,23,48,26,,51
28,45,27,39,28,21,28,28,60,24,32,27,,38
38,19,32,24,30,44,30,37,25,24,40,30,,41
38,53,45,27,26,28,26,33,23,46,31,24,,44
30,41,39,31,26,28,26,27,23,38,32,33,,36
46,29,32,34,32,39,32,36,29,26,48,33,,29
24,23,23,25,29,27,29,36,41,31,39,24,,60
31,28,42,28,31,40,31,23,28,29,45,41,,55
30,31,24,58,42,39,42,63,40,23,31,30,,35
35,41,45,36,27,24,27,43,27,29,34,31,,26
25,25,23,27,32,30,32,24,19,35,36,32,,27
35,40,46,38,26,29,26,31,36,24,38,31,,23
32,25,46,32,43,30,43,36,41,25,33,35,,62
30,24,27,32,45,32,45,24,18,34,57,23,,27
28,25,35,25,39,29,39,23,36,25,45,27,,54
25,26,30,27,30,26,30,44,29,40,34,29,,29
26,29,24,23,41,30,41,24,32,27,38,29,,29
25,30,27,25,31,37,31,23,30,28,33,54,,24
22,28,25,35,25,38,25,29,31,28,44,30,,47
30,26,30,32,27,36,27,27,24,26,33,40,,47
30,31,24,28,37,33,37,31,23,26,22,29,,28
31,29,42,25,38,23,38,42,27,44,34,33,,45
36,29,31,39,25,35,25,30,52,46,29,34,,24
25,25,36,37,54,25,54,30,21,43,27,40,,43
33,49,49,41,49,33,49,28,50,30,36,48,,43
29,28,36,31,33,27,33,31,26,46,49,36,,29
28,28,23,38,49,25,49,25,36,30,27,35,,21
37,26,47,28,24,36,24,29,30,42,35,37,,26
41,27,38,30,28,28,28,33,35,32,25,37,,42
29,39,28,37,22,23,22,41,28,36,27,22,,30
25,24,27,41,49,35,49,41,25,30,33,31,,37
34,29,37,29,24,39,24,32,29,49,33,33,,53
28,30,31,29,26,35,26,36,30,33,25,25,,34
33,32,30,25,25,24,25,28,20,46,63,27,,38
43,31,28,37,43,25,43,53,30,34,34,30,,14
39,48,29,23,28,23,28,26,39,32,35,34,,27
45,42,54,32,27,26,27,43,42,41,29,40,,42
26,25,35,44,28,35,28,27,27,43,27,20,,41
25,25,51,26,56,35,56,36,29,44,39,42,,33
24,44,42,25,26,25,26,42,35,52,30,40,,41
39,28,36,24,31,47,31,32,24,36,24,55,,37
49,24,21,38,26,23,26,25,31,44,31,53,,25
49,33,25,40,27,28,27,24,48,23,46,37,,27
27,30,25,37,24,28,24,40,28,31,41,26,,24
28,36,42,28,40,34,40,35,41,27,50,33,,28
25,29,39,24,25,38,25,35,30,33,37,61,,67
29,29,24,38,27,40,27,29,33,33,28,29,,35
33,25,29,25,27,30,27,26,29,40,39,46,,48
27,49,44,34,40,33,40,23,24,30,33,24,,58
21,26,26,45,26,40,26,49,43,28,44,28,,41
32,32,23,43,26,34,26,42,26,28,40,38,,42
37,26,43,28,40,27,40,41,25,50,32,50,,37
23,26,42,32,25,36,25,27,28,54,53,30,,36
21,30,29,28,26,29,26,24,30,45,25,41,,17
52,33,32,28,28,29,28,30,25,32,30,50,,31
30,36,58,45,35,31,35,40,22,45,37,38,,43
32,50,51,26,59,35,59,30,31,35,35,27,,41
37,53,58,27,25,32,25,51,46,26,36,32,,50
26,33,28,46,27,33,27,38,49,38,36,33,,48
27,26,23,36,48,31,48,63,33,28,25,29,,34
32,29,25,30,51,31,51,43,30,31,35,28,,40
40,38,32,34,35,34,35,24,31,36,27,24,,41
35,40,27,24,34,50,34,37,24,24,38,31,,46
25,24,51,28,43,28,43,27,29,27,26,39,,22
32,40,33,31,34,48,34,25,32,32,24,27,,48
39,54,32,31,44,24,44,24,41,33,35,52,,25
29,28,42,31,27,27,27,24,24,35,52,46,,35
28,40,40,34,32,47,32,24,28,34,30,33,,35
48,29,39,36,33,23,33,48,35,28,25,36,,34
31,43,25,46,48,24,48,26,40,35,31,43,,25
32,45,37,31,42,33,42,25,24,32,24,36,,47
27,25,28,40,41,29,41,29,27,27,58,37,,56
44,40,27,31,36,31,36,37,32,25,39,34,,42
30,17,27,28,36,42,36,34,34,25,45,53,,33
35,32,26,39,39,25,39,37,32,45,38,54,,20
28,17,28,28,40,62,40,26,26,25,33,40,,27
53,19,33,39,26,21,26,23,39,45,23,48,,46
33,28,16,32,27,41,27,47,26,51,50,43,,38
35,38,25,32,44,48,44,26,27,36,27,47,,55
35,36,28,28,24,32,24,34,44,40,30,74,,59
25,25,27,38,35,39,35,40,33,32,49,44,,53
25,26,30,46,25,31,25,36,31,40,32,53,,29
24,24,30,26,30,28,30,46,52,27,47,42,,58
40,29,29,37,49,31,49,25,40,38,49,40,,46
31,61,24,30,33,27,33,35,36,33,26,44,,27
35,25,54,25,52,41,52,25,41,25,38,44,,35
26,18,54,35,32,52,32,35,62,25,30,42,,54
35,38,32,42,25,23,25,23,25,28,26,60,,44
22,35,25,22,40,50,40,35,29,25,33,31,,38
42,26,27,55,22,23,22,22,32,27,35,32,,68
23,24,52,31,28,52,28,58,26,28,26,19,,32
38,37,26,23,55,26,55,25,26,47,27,30,,24
33,28,28,27,27,39,27,25,40,28,29,27,,31
23,33,39,30,23,29,23,27,34,40,36,42,,51
24,26,40,31,36,24,36,29,39,44,35,31,,34
51,29,27,26,27,31,27,23,29,30,35,35,,51
27,37,26,26,27,26,27,27,33,32,39,32,,33
27,24,47,25,29,28,29,24,27,49,40,42,,28
34,39,41,56,48,23,48,27,33,27,29,23,,29
31,33,18,28,47,23,47,22,32,30,34,41,,40
35,24,28,39,36,28,36,41,38,28,33,39,,35
41,29,23,31,47,27,47,28,45,44,31,52,,34
31,24,24,43,21,25,21,25,31,31,57,29,,36
28,31,27,32,30,29,30,26,47,51,46,31,,27
48,40,32,30,22,25,22,34,51,28,37,27,,53
27,41,34,33,34,28,34,32,46,25,45,28,,59
34,28,28,26,29,53,29,32,26,30,28,47,,40
36,57,37,54,43,40,43,32,24,36,47,22,,34
31,28,28,44,26,61,26,29,23,34,29,27,,46
38,24,27,26,56,29,56,25,39,36,34,45,,50
25,32,44,40,27,37,27,37,41,30,25,30,,46
37,33,60,44,38,23,38,42,27,33,53,28,,50
42,27,25,30,28,24,28,34,27,30,39,36,,29
22,30,35,27,48,48,48,24,26,40,27,46,,30
48,28,37,33,49,25,49,31,26,25,29,39,,36
31,38,28,39,26,29,26,28,26,25,34,23,,37
23,42,43,27,48,26,48,24,24,50,34,32,,
26,27,42,25,26,33,26,26,31,28,39,42,,
32,29,27,26,40,25,40,47,33,41,37,36,,
29,37,35,46,22,54,22,26,39,37,42,30,,
35,30,42,27,44,36,44,24,25,40,49,34,,
31,34,29,23,25,38,25,20,27,43,26,40,,
24,26,23,32,23,28,23,31,34,48,24,41,,
22,34,28,27,41,36,41,45,32,26,33,70,,
40,30,39,34,50,26,50,32,25,32,42,27,,
27,25,23,33,43,22,43,23,48,37,60,35,,
52,40,48,42,29,65,29,26,29,25,50,51,,
49,46,30,24,31,23,31,23,25,28,30,38,,
37,39,31,43,25,22,25,29,51,28,67,29,,
22,48,31,26,25,28,25,48,36,47,28,34,,
26,43,31,25,26,26,26,29,32,32,49,29,,
36,32,25,27,23,27,23,35,27,29,23,30,,
27,26,33,41,24,39,24,32,27,32,28,38,,
44,32,26,40,32,23,32,32,29,28,28,27,,
51,35,30,43,24,30,24,38,28,33,31,24,,
40,26,29,28,32,26,32,29,57,36,33,24,,
23,31,27,27,25,30,25,24,29,22,31,46,,
24,28,18,28,29,24,29,32,56,26,26,33,,
50,24,26,34,40,44,40,35,37,48,27,31,,
37,26,28,26,47,25,47,30,32,24,27,27,,
29,34,37,41,37,31,37,25,35,51,36,49,,
23,27,35,39,42,39,42,30,30,32,26,26,,
29,25,27,48,44,57,44,45,47,26,35,61,,
28,38,39,33,30,24,30,17,25,29,35,43,,
35,36,31,21,30,24,30,33,31,30,26,38,,
38,28,25,24,24,28,24,23,23,35,34,39,,
25,47,25,72,39,35,39,51,24,27,31,17,,
55,27,26,32,29,40,29,61,34,33,45,35,,
33,30,33,43,28,40,28,26,52,27,28,50,,
23,43,27,49,24,31,24,36,29,28,54,27,,
33,37,23,27,43,38,43,40,40,46,23,27,,
49,37,51,26,34,42,34,30,39,59,28,40,,
44,24,24,35,25,30,25,30,44,22,25,44,,
33,26,30,51,39,28,39,30,37,25,40,34,,
36,26,36,27,23,32,23,40,62,28,25,33,,
56,28,36,24,34,26,34,36,33,54,27,31,,
20,30,52,25,23,30,23,42,33,29,36,48,,
29,32,20,45,29,50,29,21,30,28,35,35,,
23,39,25,23,25,36,25,46,39,34,49,18,,
73,58,36,37,30,27,30,31,40,44,26,37,,
19,28,28,23,46,25,46,43,28,34,38,33,,
35,29,25,43,48,26,48,25,26,24,37,25,,
38,34,26,30,27,50,27,43,23,54,37,33,,
30,38,27,27,28,47,28,27,29,34,42,35,,
31,44,24,23,25,27,25,24,25,27,34,33,,
27,28,25,25,38,29,38,25,45,36,44,34,,
30,26,27,23,22,25,22,26,48,15,25,40,,
29,29,45,27,41,35,41,29,37,28,24,31,,
26,28,26,36,27,44,27,41,36,28,31,30,,
25,25,24,33,30,34,30,29,45,37,29,37,,
28,36,27,26,55,44,55,25,49,36,32,41,,
27,42,31,25,25,42,25,33,25,47,26,55,,
34,39,42,25,32,23,32,29,42,42,34,25,,
44,25,38,32,30,32,30,40,24,32,31,49,,
28,24,22,23,39,33,39,36,33,29,48,43,,
36,24,26,23,23,35,23,39,47,49,45,59,,
26,20,32,24,28,32,28,29,28,31,24,35,,
31,41,37,28,22,25,22,30,25,30,33,31,,
32,37,28,23,26,25,26,30,29,54,29,30,,
23,42,26,24,30,24,30,34,31,29,27,33,,
46,27,26,54,26,31,26,27,28,36,36,34,,
44,28,24,33,28,22,28,29,30,43,43,49,,
34,68,25,36,25,37,25,46,38,31,48,19,,
39,25,37,22,32,28,32,29,27,26,23,54,,
54,28,37,32,25,29,25,36,38,23,41,24,,
55,31,28,26,26,23,26,30,36,40,32,40,,
23,28,26,35,37,52,37,30,24,37,68,31,,
59,27,31,24,52,31,52,24,31,49,38,28,,
26,25,22,29,32,48,32,29,24,33,41,39,,
28,40,41,42,26,31,26,46,34,49,31,48,,
27,38,61,40,38,24,38,48,26,33,50,33,,
25,27,25,31,26,31,26,37,36,26,36,38,,
23,39,32,28,24,44,24,26,36,39,33,36,,
31,55,26,36,19,43,19,47,25,54,38,27,,
38,32,48,25,23,25,23,26,29,48,50,30,,
35,34,54,30,27,32,27,44,25,33,41,40,,
32,40,29,26,23,37,23,39,54,29,32,24,,
49,24,40,26,28,28,28,43,51,37,29,45,,
33,22,28,31,24,28,24,36,30,24,41,30,,
29,30,23,30,24,38,24,33,38,29,48,33,,
25,27,24,24,35,29,35,45,31,28,35,62,,
42,25,24,27,22,25,22,42,26,54,37,50,,
28,57,27,53,55,28,55,48,21,52,26,29,,
36,25,73,34,32,29,32,40,26,46,27,33,,
26,32,25,23,22,31,22,25,26,37,24,28,,
43,32,27,38,26,26,26,22,33,39,30,33,,
27,40,34,23,35,32,35,22,28,30,36,26,,
32,22,27,43,29,23,29,29,31,24,47,48,,
20,42,47,28,28,29,28,29,55,54,58,48,,
28,26,34,43,29,38,29,30,34,32,30,36,,
26,56,26,25,44,35,44,29,58,61,39,46,,
26,28,30,40,35,31,35,26,56,32,23,42,,
25,26,26,28,34,45,34,38,34,24,25,31,,
17,27,26,24,25,43,25,,36,30,51,45,,
29,26,29,30,60,28,60,28,26,27,41,42,,
35,39,45,36,29,45,29,36,29,37,25,52,,
32,26,15,26,50,47,50,33,32,41,22,50,,
28,28,29,34,30,43,30,42,26,43,32,32,,
39,31,31,38,51,49,51,35,29,34,30,33,,
30,31,23,38,46,49,46,42,28,56,24,39,,
30,21,28,36,27,32,27,25,25,22,32,37,,
28,26,30,26,31,26,31,46,36,23,48,30,,
28,27,27,50,25,39,25,52,27,51,44,51,,
45,25,25,25,24,23,24,38,24,27,37,36,,
31,22,41,30,46,52,46,53,26,42,57,32,,
59,39,34,42,47,44,47,28,24,20,40,31,,
23,28,26,26,36,40,36,30,51,46,29,32,,
43,46,42,26,27,29,27,32,35,24,39,35,,
38,31,31,24,51,31,51,40,37,31,32,26,,
34,26,29,40,35,27,35,40,34,37,45,29,,
48,35,20,24,23,34,23,24,29,39,44,25,,
41,33,23,34,33,49,33,46,25,28,43,52,,
47,28,28,32,34,23,34,32,25,25,36,46,,
33,32,45,27,27,53,27,21,37,29,37,38,,
33,29,40,47,45,26,45,47,23,34,34,44,,
45,31,29,33,28,27,28,34,28,27,34,33,,
29,23,45,41,30,33,30,39,28,36,30,36,,
23,36,29,25,27,23,27,24,25,51,40,32,,
36,23,29,23,47,40,47,33,26,30,32,28,,
21,35,30,32,43,25,43,50,29,45,37,41,,
23,37,33,28,25,31,25,34,37,44,53,40,,
31,34,54,39,41,38,41,37,25,49,26,48,,
26,26,30,46,38,26,38,44,38,50,22,27,,
32,36,27,39,33,28,33,34,35,16,28,32,,
42,41,25,28,27,26,27,34,30,36,26,25,,
29,47,31,30,29,22,29,23,26,40,37,24,,
29,29,29,24,26,48,26,22,38,43,36,59,,
24,27,48,41,45,30,45,30,27,49,29,29,,
47,29,26,24,22,51,22,40,30,28,42,28,,
36,27,37,29,31,43,31,27,33,36,34,46,,
35,31,24,28,23,24,23,34,27,33,32,40,,
25,26,27,34,27,32,27,33,29,33,40,29,,
38,22,29,38,25,51,25,23,25,25,48,44,,
40,33,30,43,48,37,48,33,42,29,31,35,,
39,26,32,27,34,26,34,25,36,29,33,37,,
53,24,26,38,28,44,28,,54,46,39,49,,
27,27,29,25,37,30,37,27,55,26,32,23,,
19,45,30,38,34,26,34,29,37,31,49,40,,
31,57,56,26,24,34,24,23,34,38,49,36,,
55,49,22,37,39,28,39,45,39,45,49,42,,
49,30,28,31,34,32,34,22,46,26,47,33,,
25,41,23,28,30,25,30,23,30,23,29,15,,
35,23,30,26,23,31,23,25,44,34,30,26,,
27,26,38,32,25,24,25,55,51,42,46,33,,
36,27,26,41,52,31,52,27,25,37,37,32,,
34,29,30,49,38,30,38,33,33,54,28,31,,
30,36,27,27,25,29,25,38,24,51,32,44,,
26,24,21,24,22,33,22,30,50,32,30,32,,
28,42,29,22,31,30,31,31,40,41,50,26,,
23,36,31,28,26,29,26,18,27,32,38,25,,
34,28,28,44,22,26,22,29,23,29,39,54,,
27,37,33,37,52,23,52,48,25,24,54,25,,
32,25,29,27,25,50,25,29,34,24,33,43,,
31,27,36,24,44,32,44,32,28,56,27,30,,
27,32,26,41,23,26,23,50,39,30,35,31,,
29,51,41,38,24,40,24,27,32,36,27,51,,
26,23,47,36,24,24,24,20,24,40,35,26,,
29,20,21,31,26,31,26,26,24,34,32,28,,
32,28,23,24,31,25,31,31,33,25,31,30,,
28,33,36,45,35,37,35,38,19,58,51,30,,
35,34,41,30,25,25,25,30,37,49,33,43,,
27,27,29,25,41,33,41,65,44,28,24,27,,
24,18,39,31,60,45,60,20,28,29,43,45,,
26,19,26,36,52,23,52,24,28,30,46,33,,
27,33,34,22,24,24,24,35,34,57,35,49,,
35,30,34,49,56,24,56,45,24,24,41,41,,
27,37,35,26,36,23,36,29,46,26,33,29,,
26,31,27,31,25,39,25,46,26,27,22,20,,
63,30,30,25,37,33,37,26,45,30,59,26,,
34,44,28,26,30,40,30,23,36,25,51,28,,
18,27,30,27,31,52,31,23,30,27,37,32,,
32,34,21,30,36,27,36,25,39,25,41,40,,
51,44,26,30,22,42,22,25,27,34,46,27,,
43,34,39,28,37,26,37,24,34,38,41,33,,
25,29,29,25,40,23,40,25,24,33,43,24,,
27,31,36,22,36,25,36,23,50,39,41,38,,
42,26,56,25,26,50,26,51,27,34,25,49,,
24,21,22,26,37,18,37,53,31,26,43,47,,
25,38,29,27,30,23,30,25,39,31,52,32,,
28,31,17,26,26,50,26,24,34,23,43,33,,
28,28,35,37,35,36,35,38,24,40,23,41,,
24,29,38,27,29,42,29,22,28,28,30,30,,
49,37,37,35,46,21,46,22,35,39,33,40,,
33,32,44,30,29,25,29,30,26,32,22,46,,
37,32,54,23,32,32,32,25,23,36,26,25,,
25,28,44,33,28,33,28,31,25,42,36,32,,
36,39,24,36,30,33,30,29,27,27,48,29,,
42,46,25,28,66,29,66,26,28,52,35,42,,
59,28,37,28,36,54,36,43,26,23,35,43,,
34,41,27,47,51,26,51,33,27,43,26,35,,
28,41,34,40,29,25,29,31,44,37,34,30,,
24,28,24,28,26,33,26,22,38,31,45,27,,
41,30,26,30,30,29,30,31,24,27,28,27,,
34,34,23,30,27,25,27,24,37,45,30,30,,
27,26,40,46,27,52,27,56,25,45,50,35,,
30,25,30,26,29,59,29,36,41,28,44,33,,
29,25,29,28,26,57,26,40,34,34,31,49,,
24,32,38,47,32,26,32,32,25,32,29,24,,
25,40,27,28,43,30,43,27,27,42,28,35,,
39,28,57,28,31,24,31,42,39,32,33,31,,
32,26,41,42,62,40,62,46,25,24,34,30,,
29,25,27,38,16,34,16,29,41,35,36,38,,
30,52,25,34,38,29,38,40,33,30,35,52,,
29,34,30,59,52,29,52,37,31,35,24,41,,
28,32,46,28,24,34,24,27,27,29,26,46,,
36,47,23,26,48,32,48,35,27,31,52,26,,
34,28,28,47,35,34,35,32,27,27,53,23,,
26,44,42,30,26,42,26,28,59,34,46,25,,
27,40,25,30,44,21,44,28,29,37,25,38,,
28,30,24,26,36,33,36,30,34,43,35,36,,
49,39,49,33,42,33,42,42,26,28,45,30,,
39,52,30,31,30,27,30,44,35,33,49,67,,
27,39,56,26,25,30,25,27,41,27,38,27,,
65,36,39,48,22,33,22,33,29,38,42,41,,
33,38,30,29,48,32,48,25,36,21,31,49,,
25,42,40,29,30,30,30,50,29,47,37,47,,
27,29,32,29,27,47,27,40,24,35,24,60,,
24,28,31,42,29,29,29,26,33,34,37,60,,
43,36,30,52,44,24,44,22,46,40,28,33,,
34,36,27,25,28,28,28,44,34,28,29,36,,
36,25,35,25,28,36,28,26,31,40,30,36,,
29,32,24,32,27,15,27,33,27,28,40,22,,
28,32,25,25,19,35,19,43,28,25,37,27,,
30,27,30,27,24,23,24,40,39,41,42,26,,
28,27,27,29,25,32,25,31,25,35,21,22,,
33,27,32,49,37,43,37,42,30,24,37,26,,
40,24,25,47,31,23,31,46,29,24,32,30,,
24,26,29,33,31,33,31,30,36,37,57,42,,
25,24,31,36,24,42,24,42,25,29,26,44,,
27,37,22,26,41,56,41,25,45,30,33,32,,
21,34,46,25,19,24,19,16,46,39,50,32,,
26,45,25,26,44,26,44,41,43,27,52,32,,
23,27,27,26,39,55,39,41,28,47,32,60,,
28,33,24,27,20,23,20,42,32,23,27,39,,
25,35,25,51,47,43,47,43,38,27,56,37,,
30,30,27,23,47,36,47,53,37,28,35,38,,
35,27,44,48,24,47,24,50,24,50,35,37,,
31,29,34,39,28,39,28,27,27,35,32,34,,
