2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999
30,48,41,27,39,30,39,27,54,,,,,
28,30,25,30,27,24,27,28,25,,,,,
51,28,39,23,25,29,25,38,47,,,,,
39,27,24,26,31,30,31,27,28,,,,,
25,26,37,24,28,29,28,37,27,,,,,
28,37,36,27,40,30,40,32,30,,,,,
27,39,25,34,40,28,40,28,48,,,,,
37,23,30,24,29,27,29,39,43,,,,,
31,29,26,29,41,46,41,45,36,,,,,
21,22,28,24,25,27,25,30,70,,,,,
46,25,25,24,33,33,33,25,35,,,,,
26,26,24,24,33,59,33,48,46,,,,,
41,31,40,26,35,31,35,35,36,,,,,
28,28,32,27,50,29,50,51,27,,,,,
31,29,55,23,30,28,30,33,27,,,,,
30,36,21,31,37,27,37,26,27,,,,,
28,26,24,31,46,31,46,34,28,,,,,
56,28,25,31,27,26,27,40,52,,,,,
32,29,23,22,23,52,,33,48,,,,,
28,30,24,37,25,32,,50,52,,,,,
25,32,29,26,45,32,,35,47,,,,,
45,26,24,31,53,28,,28,47,,,,,
36,28,37,32,37,31,,27,59,,,,,
27,31,37,49,31,31,,24,29,,,,,
29,33,28,26,30,29,,30,28,,,,,
32,25,30,27,27,24,,24,30,,,,,
29,33,47,20,28,26,,26,29,,,,,
28,22,34,40,28,26,,28,27,,,,,
36,33,25,31,30,27,,43,46,,,,,
36,57,27,44,24,39,,27,31,,,,,
22,38,35,28,23,32,,60,48,,,,,
35,61,27,26,28,29,,33,27,,,,,
23,29,26,24,32,40,,37,33,,,,,
25,62,36,32,42,49,,28,29,,,,,
26,31,15,26,30,32,,39,37,,,,,
21,24,28,26,22,25,,25,38,,,,,
52,23,23,25,23,43,,31,27,,,,,
33,27,53,36,22,43,,25,28,,,,,
38,47,27,26,39,29,,39,47,,,,,
27,26,24,51,24,28,,27,31,,,,,
24,24,34,36,25,30,,30,40,,,,,
25,28,33,32,45,24,,33,31,,,,,
28,30,36,24,23,35,,26,28,,,,,
34,28,28,44,34,29,,30,37,,,,,
26,23,24,26,26,25,,40,31,,,,,
39,39,51,27,25,43,,26,42,,,,,
27,21,29,26,31,29,,26,46,,,,,
32,21,28,52,40,32,,29,56,,,,,
29,24,36,37,25,35,,32,58,,,,,
30,27,36,26,31,42,,35,56,,,,,
28,32,33,34,26,29,,37,26,,,,,
68,17,30,41,32,24,,32,31,,,,,
33,33,29,24,36,40,,29,37,,,,,
32,25,28,34,28,38,,35,37,,,,,
46,19,26,26,25,40,,43,26,,,,,
24,25,33,24,53,33,,44,24,,,,,
40,26,26,33,27,36,,28,28,,,,,
25,43,38,27,30,38,,46,24,,,,,
26,41,36,25,26,35,,35,29,,,,,
22,23,57,24,22,29,,53,39,,,,,
36,25,23,25,33,56,,29,39,,,,,
48,25,43,26,33,39,,26,52,,,,,
34,40,25,34,37,35,,49,33,,,,,
26,31,37,27,26,32,,48,28,,,,,
44,26,25,45,66,35,,27,39,,,,,
27,34,27,38,27,35,,34,27,,,,,
25,23,24,34,28,24,,24,40,,,,,
40,25,56,25,32,33,,23,45,,,,,
30,26,27,23,64,42,,39,49,,,,,
30,53,40,28,39,38,,23,31,,,,,
30,30,37,22,24,26,,34,39,,,,,
36,34,25,26,40,48,,28,66,,,,,
33,35,26,25,24,37,,39,24,,,,,
60,24,23,23,32,37,,29,25,,,,,
39,47,24,54,24,41,,26,28,,,,,
45,25,38,39,28,36,,54,25,,,,,
43,25,26,53,25,47,,44,55,,,,,
36,25,28,31,32,26,,39,86,,,,,
31,27,46,28,25,45,,41,51,,,,,
28,30,31,27,39,27,,24,54,,,,,
30,38,46,30,30,39,,50,59,,,,,
27,24,41,30,28,24,,26,35,,,,,
36,27,31,28,28,23,,51,27,,,,,
50,25,35,30,25,41,,45,24,,,,,
39,29,46,42,35,34,,53,40,,,,,
24,35,48,28,39,44,,32,29,,,,,
45,43,26,38,31,28,,45,31,,,,,
26,39,40,29,34,24,,19,29,,,,,
25,31,57,34,25,52,,37,55,,,,,
21,30,30,40,34,24,,41,25,,,,,
29,31,47,47,29,28,,51,23,,,,,
45,23,29,23,31,28,,50,55,,,,,
32,26,49,33,27,22,,25,32,,,,,
29,32,20,32,30,35,,28,28,,,,,
28,32,51,26,24,27,,45,31,,,,,
32,37,49,44,45,48,,13,24,,,,,
31,27,42,35,36,29,,40,43,,,,,
33,40,19,37,32,24,,35,32,,,,,
47,27,25,29,26,33,,54,33,,,,,
33,26,49,25,29,39,,30,45,,,,,
31,25,28,30,29,34,,42,33,,,,,
60,32,30,33,29,43,,27,42,,,,,
27,48,37,52,27,26,,30,45,,,,,
27,30,30,35,28,23,,30,48,,,,,
37,37,31,28,24,44,,49,30,,,,,
43,25,31,37,25,43,,48,32,,,,,
57,37,24,35,47,46,,37,27,,,,,
43,27,33,32,47,44,,39,33,,,,,
31,33,29,30,27,34,,18,45,,,,,
33,28,28,36,23,36,,41,35,,,,,
37,33,45,27,24,45,,26,30,,,,,
24,30,28,32,24,30,,25,37,,,,,
32,36,31,33,24,24,,45,37,,,,,
23,27,55,28,58,35,,29,42,,,,,
25,24,29,60,38,41,,39,23,,,,,
25,44,23,25,32,29,,37,34,,,,,
35,28,29,28,40,41,,54,40,,,,,
34,47,25,44,29,33,,29,40,,,,,
28,24,27,37,30,27,,30,30,,,,,
27,36,44,27,33,31,,28,49,,,,,
35,56,28,38,41,22,,32,26,,,,,
57,42,35,27,27,31,,30,27,,,,,
34,35,37,26,27,38,,33,27,,,,,
30,24,47,39,50,24,,44,24,,,,,
31,34,25,34,19,29,,32,27,,,,,
37,35,31,49,24,41,,17,33,,,,,
27,34,46,29,26,28,,43,27,,,,,
25,32,35,28,53,28,,49,49,,,,,
31,26,28,25,26,53,,42,19,,,,,
27,24,36,38,32,56,,48,29,,,,,
38,26,25,28,32,45,,29,36,,,,,
24,24,31,47,30,32,,30,27,,,,,
28,23,34,46,33,36,,41,48,,,,,
50,34,29,26,39,31,,27,34,,,,,
35,35,36,28,24,42,,38,54,,,,,
28,29,26,44,39,39,,24,30,,,,,
28,29,36,27,26,58,,28,42,,,,,
28,24,33,25,31,40,,48,37,,,,,
43,31,43,30,29,24,,39,34,,,,,
38,31,45,26,23,55,,44,29,,,,,
37,30,33,52,29,25,,34,35,,,,,
34,36,25,15,39,38,,28,42,,,,,
40,33,31,44,46,26,,38,26,,,,,
25,31,29,29,57,27,,31,47,,,,,
27,47,27,27,31,39,,50,55,,,,,
24,28,26,35,47,25,,27,45,,,,,
25,36,31,36,38,27,,39,54,,,,,
26,38,33,37,39,44,,41,32,,,,,
35,52,26,33,49,29,,38,34,,,,,
26,39,44,28,29,24,,38,34,,,,,
30,25,41,26,46,34,,27,29,,,,,
48,27,45,26,36,26,,43,29,,,,,
29,23,36,26,26,59,,50,59,,,,,
25,43,32,28,35,32,,28,52,,,,,
28,48,32,41,44,29,,24,52,,,,,
49,37,47,33,59,29,,24,39,,,,,
27,30,38,45,49,53,,54,26,,,,,
50,25,27,25,30,28,,31,41,,,,,
26,40,30,33,24,34,,35,34,,,,,
31,24,22,24,30,30,,28,43,,,,,
35,26,35,32,25,24,,44,38,,,,,
24,26,29,30,47,33,,35,41,,,,,
25,30,45,29,21,29,,49,51,,,,,
49,26,32,26,20,18,,24,52,,,,,
23,46,27,39,28,27,,57,60,,,,,
26,24,30,31,33,49,,50,49,,,,,
41,19,22,31,40,31,,45,51,,,,,
38,39,41,27,41,23,,40,30,,,,,
24,29,34,30,25,56,,29,48,,,,,
47,41,41,33,39,30,,49,52,,,,,
25,30,38,34,20,35,,47,27,,,,,
40,41,30,25,50,28,,27,29,,,,,
28,34,27,64,26,23,,25,54,,,,,
42,27,62,32,28,22,,29,47,,,,,
33,29,33,31,33,20,,34,24,,,,,
22,28,24,34,21,57,,39,34,,,,,
29,39,28,28,50,53,,33,52,,,,,
37,40,31,29,24,33,,39,45,,,,,
28,27,35,24,50,29,,48,41,,,,,
54,26,26,36,44,33,,59,37,,,,,
67,38,29,35,30,51,,48,54,,,,,
31,30,46,46,26,52,,27,24,,,,,
26,33,57,47,40,48,,24,57,,,,,
25,28,28,40,53,39,,53,29,,,,,
24,32,25,29,36,36,,27,23,,,,,
29,44,26,28,37,42,,41,39,,,,,
36,24,28,24,32,50,,33,46,,,,,
28,42,30,31,25,37,,42,52,,,,,
24,31,26,31,25,28,,57,80,,,,,
23,30,28,23,26,29,,43,55,,,,,
39,25,29,31,53,29,,26,40,,,,,
35,43,28,28,29,44,,25,22,,,,,
41,22,25,32,52,27,,43,32,,,,,
30,31,36,28,37,56,,37,48,,,,,
26,27,53,38,39,24,,25,49,,,,,
37,24,26,39,39,30,,27,25,,,,,
17,27,30,26,39,24,,51,42,,,,,
28,17,30,26,30,24,,29,45,,,,,
33,38,29,23,28,33,,29,35,,,,,
32,40,28,31,27,25,,32,,,,,,
33,30,36,23,29,26,,27,,,,,,
28,37,41,57,39,29,,23,,,,,,
54,28,37,24,25,58,,32,,,,,,
49,34,26,28,28,26,,40,,,,,,
41,28,23,29,34,27,,43,,,,,,
19,23,33,50,41,24,,45,,,,,,
31,25,30,25,33,33,,26,,,,,,
40,24,39,49,33,55,,42,,,,,,
44,24,27,45,38,27,,44,,,,,,
25,35,30,25,32,32,,25,,,,,,
34,25,31,23,17,22,,30,,,,,,
36,32,30,43,26,48,,25,,,,,,
36,32,33,27,38,22,,36,,,,,,
32,28,45,25,22,28,,34,,,,,,
23,32,30,47,27,24,,36,,,,,,
25,37,31,29,26,23,,30,,,,,,
24,25,31,48,32,21,,38,,,,,,
27,32,27,27,26,43,,36,,,,,,
28,29,27,57,28,29,,46,,,,,,
29,49,38,25,23,32,,53,,,,,,
41,60,22,34,30,28,,32,,,,,,
25,48,35,43,34,44,,51,,,,,,
25,51,42,26,26,23,,34,,,,,,
28,48,30,33,24,25,,26,,,,,,
28,43,31,25,23,30,,36,,,,,,
28,30,33,36,35,53,,73,,,,,,
23,28,23,36,51,43,,54,,,,,,
47,27,32,44,29,36,,31,,,,,,
34,34,32,25,25,31,,21,,,,,,
31,38,23,31,23,30,,28,,,,,,
31,41,28,30,31,44,,46,,,,,,
30,34,27,56,25,31,,39,,,,,,
34,31,53,26,27,48,,38,,,,,,
32,60,27,47,27,37,,30,,,,,,
30,28,44,45,41,55,,28,,,,,,
32,37,30,51,24,25,,63,,,,,,
33,35,32,50,28,33,,44,,,,,,
35,31,26,45,21,31,,50,,,,,,
26,29,31,30,22,25,,37,,,,,,
61,35,26,41,34,34,,41,,,,,,
33,33,26,27,28,46,,42,,,,,,
28,44,35,34,30,41,,27,,,,,,
29,46,21,22,24,42,,45,,,,,,
31,42,26,28,43,36,,36,,,,,,
47,50,42,29,28,48,,22,,,,,,
25,24,28,35,26,52,,28,,,,,,
49,36,42,27,54,32,,38,,,,,,
49,34,34,23,35,34,,31,,,,,,
26,23,40,25,40,32,,27,,,,,,
32,51,27,38,31,41,,,,,,,,
33,29,49,38,33,32,,25,,,,,,
25,33,27,36,26,26,,38,,,,,,
29,27,30,46,28,43,,42,,,,,,
28,23,23,35,66,42,,41,,,,,,
34,26,27,41,31,20,,33,,,,,,
46,26,35,20,30,39,,29,,,,,,
26,26,46,32,40,28,,21,,,,,,
25,26,29,24,29,32,,51,,,,,,
43,28,30,21,39,25,,43,,,,,,
25,38,39,38,21,28,,58,,,,,,
29,52,22,25,26,23,,33,,,,,,
30,30,22,45,55,45,,39,,,,,,
45,22,24,38,28,36,,50,,,,,,
35,49,33,23,22,27,,23,,,,,,
25,23,37,23,31,41,,30,,,,,,
28,37,34,49,29,28,,24,,,,,,
31,24,45,50,24,26,,62,,,,,,
22,41,27,29,35,37,,41,,,,,,
31,32,25,36,30,41,,24,,,,,,
47,29,53,25,43,28,,25,,,,,,
27,27,25,30,54,25,,38,,,,,,
28,30,29,29,40,25,,22,,,,,,
52,28,50,30,37,30,,27,,,,,,
47,24,39,49,24,46,,41,,,,,,
44,44,41,25,26,45,,30,,,,,,
30,52,23,30,57,37,,41,,,,,,
33,46,29,34,31,28,,50,,,,,,
32,36,59,21,42,26,,31,,,,,,
26,49,31,28,35,30,,34,,,,,,
58,41,33,42,35,25,,28,,,,,,
38,30,21,36,46,25,,49,,,,,,
22,35,28,48,25,16,,45,,,,,,
28,25,24,45,30,23,,25,,,,,,
31,28,21,23,22,27,,47,,,,,,
25,29,32,26,27,29,,28,,,,,,
31,29,33,52,24,30,,26,,,,,,
24,23,27,27,34,49,,26,,,,,,
23,51,25,25,29,43,,23,,,,,,
34,28,34,41,45,20,,41,,,,,,
19,46,23,27,28,26,,27,,,,,,
31,44,27,25,22,29,,35,,,,,,
28,27,34,38,37,31,,35,,,,,,
34,47,25,31,23,30,,28,,,,,,
25,36,32,33,41,38,,33,,,,,,
27,48,41,36,25,24,,32,,,,,,
36,26,28,30,59,26,,28,,,,,,
32,33,23,34,27,34,,34,,,,,,
29,33,34,34,29,23,,27,,,,,,
27,39,27,32,33,26,,29,,,,,,
24,27,36,19,30,37,,47,,,,,,
27,42,31,29,32,32,,53,,,,,,
31,51,28,37,31,30,,32,,,,,,
23,36,25,45,54,23,,31,,,,,,
34,32,35,35,28,54,,43,,,,,,
31,32,26,30,24,35,,37,,,,,,
39,35,35,27,36,61,,30,,,,,,
31,39,29,59,54,34,,35,,,,,,
28,28,25,55,34,29,,43,,,,,,
25,27,24,28,31,33,,48,,,,,,
42,41,34,27,32,33,,40,,,,,,
24,42,27,31,26,36,,30,,,,,,
26,50,51,27,38,41,,40,,,,,,
36,25,33,39,32,34,,47,,,,,,
24,36,40,27,43,18,,54,,,,,,
29,25,29,47,40,25,,25,,,,,,
31,30,52,26,28,20,,49,,,,,,
32,30,47,40,44,26,,40,,,,,,
41,29,28,37,36,20,,49,,,,,,
30,24,26,39,47,26,,35,,,,,,
33,36,35,30,35,24,,22,,,,,,
50,27,41,30,27,23,,38,,,,,,
30,25,29,30,27,36,,55,,,,,,
30,30,29,36,30,24,,22,,,,,,
34,28,23,33,26,50,,50,,,,,,
35,41,27,23,46,37,,43,,,,,,
44,50,32,22,28,18,,44,,,,,,
34,26,25,25,35,28,,36,,,,,,
55,31,40,47,31,30,,41,,,,,,
49,23,46,47,48,21,,36,,,,,,
41,27,44,41,30,41,,55,,,,,,
28,25,34,51,29,35,,28,,,,,,
34,24,33,25,33,40,,31,,,,,,
42,35,17,34,37,23,,33,,,,,,
27,24,25,24,32,26,,32,,,,,,
51,34,26,35,31,37,,26,,,,,,
28,36,25,29,42,56,,29,,,,,,
34,54,51,24,29,29,,27,,,,,,
38,22,28,29,41,31,,31,,,,,,
24,25,37,33,34,28,,34,,,,,,
34,31,28,25,52,28,,22,,,,,,
41,54,25,32,43,30,,31,,,,,,
32,30,29,26,23,28,,52,,,,,,
25,55,44,23,55,25,,44,,,,,,
31,34,30,25,25,31,,26,,,,,,
31,30,27,33,28,44,,62,,,,,,
32,53,17,31,31,44,,43,,,,,,
43,27,32,23,45,38,,57,,,,,,
26,32,26,29,36,35,,29,,,,,,
27,52,29,30,23,26,,24,,,,,,
50,32,43,37,45,47,,34,,,,,,
38,36,45,30,26,34,,31,,,,,,
29,39,24,23,24,27,,27,,,,,,
39,40,40,27,44,36,,61,,,,,,
35,25,43,24,28,36,,44,,,,,,
29,25,45,64,26,29,,43,,,,,,
34,28,26,27,24,61,,38,,,,,,
31,40,25,20,27,25,,38,,,,,,
27,28,23,27,35,37,,36,,,,,,
25,28,48,28,30,35,,31,,,,,,
32,26,38,32,30,26,,31,,,,,,
65,35,27,32,31,27,,26,,,,,,
37,32,64,25,24,38,,57,,,,,,
44,43,27,39,36,39,,44,,,,,,
38,36,27,28,27,31,,25,,,,,,
31,27,28,24,41,45,,29,,,,,,
41,47,31,29,29,25,,30,,,,,,
29,25,39,25,26,30,,52,,,,,,
26,26,53,23,43,27,,38,,,,,,
29,29,25,28,45,29,,37,,,,,,
32,47,29,28,28,43,,29,,,,,,
47,28,71,26,42,38,,28,,,,,,
22,18,25,34,26,41,,23,,,,,,
28,39,37,32,27,39,,26,,,,,,
48,32,45,28,25,28,,37,,,,,,
33,30,30,23,49,41,,20,,,,,,
39,27,30,23,53,50,,59,,,,,,
29,28,29,24,24,40,,48,,,,,,
24,55,31,28,33,41,,36,,,,,,
48,24,29,30,26,22,,26,,,,,,
25,25,32,29,38,55,,29,,,,,,
31,28,22,29,30,37,,51,,,,,,
26,28,33,55,40,49,,41,,,,,,
28,31,15,26,26,30,,26,,,,,,
40,34,33,57,31,47,,61,,,,,,
28,24,32,31,36,27,,50,,,,,,
28,48,23,52,30,25,,51,,,,,,
28,44,24,27,31,30,,28,,,,,,
25,41,25,28,23,27,,29,,,,,,
37,31,24,23,25,24,,48,,,,,,
24,49,26,36,30,36,,46,,,,,,
35,26,40,32,41,28,,33,,,,,,
53,25,41,35,25,26,,30,,,,,,
27,41,41,45,46,32,,22,,,,,,
33,26,41,52,23,29,,37,,,,,,
35,23,38,32,27,27,,34,,,,,,
27,26,27,23,23,30,,31,,,,,,
36,43,31,35,30,26,,26,,,,,,
39,29,57,32,30,50,,52,,,,,,
56,25,26,44,27,50,,27,,,,,,
49,40,38,38,34,28,,31,,,,,,
48,48,43,25,30,36,,37,,,,,,
30,53,34,21,51,31,,52,,,,,,
40,28,37,25,28,31,,50,,,,,,
27,24,28,41,26,24,,58,,,,,,
31,26,25,26,22,32,,43,,,,,,
40,39,30,34,24,39,,35,,,,,,
39,32,30,26,36,50,,41,,,,,,
61,36,55,28,37,26,,51,,,,,,
35,41,39,26,23,41,,21,,,,,,
38,27,25,26,26,32,,34,,,,,,
29,20,26,28,38,32,,34,,,,,,
22,29,25,26,29,25,,41,,,,,,
30,39,36,27,50,38,,43,,,,,,
23,29,31,30,33,38,,61,,,,,,
35,40,56,30,36,28,,35,,,,,,
34,28,40,27,37,45,,29,,,,,,
30,30,27,22,40,26,,47,,,,,,
24,29,26,21,53,24,,58,,,,,,
47,44,52,22,36,25,,37,,,,,,
25,40,29,28,31,32,,52,,,,,,
41,39,42,26,25,42,,29,,,,,,
44,44,45,29,23,31,,60,,,,,,
36,24,30,31,47,34,,27,,,,,,
31,40,36,29,48,47,,54,,,,,,
44,52,28,40,31,28,,38,,,,,,
32,58,23,25,24,29,,35,,,,,,
15,26,24,27,29,31,,46,,,,,,
40,33,24,39,50,24,,34,,,,,,
28,54,30,30,22,26,,28,,,,,,
25,36,39,56,27,27,,40,,,,,,
34,32,25,41,33,33,,48,,,,,,
43,35,35,25,23,34,,48,,,,,,
31,61,49,39,27,25,,26,,,,,,
36,29,37,32,25,28,,50,,,,,,
50,22,32,47,25,39,,21,,,,,,
41,46,28,25,53,39,,23,,,,,,
29,26,25,51,27,27,,33,,,,,,
54,50,26,48,31,33,,39,,,,,,
56,57,17,41,25,32,,27,,,,,,
25,37,25,33,61,28,,64,,,,,,
30,25,26,38,35,24,,31,,,,,,
34,35,61,51,47,51,,34,,,,,,
47,44,39,26,23,27,,24,,,,,,
26,34,29,29,43,27,,34,,,,,,
34,38,26,40,45,24,,39,,,,,,
40,21,36,34,26,26,,42,,,,,,
33,35,30,38,25,29,,42,,,,,,
29,24,26,33,23,33,,28,,,,,,
30,34,62,21,41,22,,36,,,,,,
28,26,17,42,27,32,,47,,,,,,
43,26,46,28,33,29,,40,,,,,,
27,28,25,36,50,23,,25,,,,,,
20,32,24,33,31,45,,39,,,,,,
53,44,24,35,26,26,,49,,,,,,
50,42,22,26,25,31,,24,,,,,,
33,35,24,38,25,27,,23,,,,,,
35,28,42,27,51,30,,30,,,,,,
42,42,23,50,26,28,,38,,,,,,
30,31,23,25,29,25,,44,,,,,,
33,29,31,32,31,26,,25,,,,,,
31,29,26,41,29,31,,27,,,,,,
29,29,23,44,27,45,,37,,,,,,
25,35,29,28,48,23,,34,,,,,,
25,25,25,38,39,37,,22,,,,,,
41,25,37,35,26,33,,47,,,,,,
35,33,23,29,29,34,,29,,,,,,
42,45,29,30,26,38,,31,,,,,,
46,25,28,24,29,31,,40,,,,,,
36,28,41,25,44,30,,52,,,,,,
31,37,42,33,23,23,,37,,,,,,
25,45,26,24,23,25,,28,,,,,,
40,23,30,23,43,27,,39,,,,,,
29,34,29,29,40,40,,38,,,,,,
47,54,25,50,41,31,,26,,,,,,
28,42,42,42,38,39,,27,,,,,,
27,40,53,25,28,32,,38,,,,,,
32,21,55,30,68,27,,45,,,,,,
29,29,24,29,44,30,,32,,,,,,
43,21,42,53,25,42,,27,,,,,,
35,28,50,25,44,40,,41,,,,,,
26,37,22,24,32,25,,38,,,,,,
25,32,24,26,41,29,,47,,,,,,
49,36,23,37,34,43,,29,,,,,,
21,67,53,43,22,26,,29,,,,,,
29,38,29,27,28,35,,34,,,,,,
32,31,31,31,32,28,,40,,,,,,
29,26,31,39,29,53,,29,,,,,,
23,24,36,43,29,22,,36,,,,,,
28,48,33,27,28,31,,41,,,,,,
22,27,42,26,26,52,,44,,,,,,
17,38,27,26,24,29,,57,,,,,,
51,39,30,25,27,36,,53,,,,,,
30,31,41,26,33,51,,35,,,,,,
24,38,26,32,41,23,,39,,,,,,
28,27,24,36,23,26,,25,,,,,,
24,27,25,32,24,25,,24,,,,,,
57,33,41,50,39,31,,28,,,,,,
22,34,44,27,33,25,,17,,,,,,
30,31,24,26,31,30,,23,,,,,,
26,31,44,31,29,27,,63,,,,,,
30,49,24,25,43,28,,22,,,,,,
24,69,24,45,38,27,,22,,,,,,
27,33,37,42,23,37,,30,,,,,,
47,56,33,32,53,23,,51,,,,,,
29,46,20,29,27,23,,37,,,,,,
60,28,24,48,30,18,,40,,,,,,
30,25,37,26,24,34,,54,,,,,,
25,31,32,25,39,28,,57,,,,,,
43,45,26,24,28,27,,56,,,,,,
39,28,36,23,35,35,,27,,,,,,
32,35,29,41,30,64,,21,,,,,,
27,21,23,26,23,26,,46,,,,,,
26,27,36,43,31,31,,40,,,,,,
27,25,29,32,23,46,,52,,,,,,
27,43,42,31,26,23,,53,,,,,,
33,39,27,30,32,32,,37,,,,,,
53,27,36,35,25,48,,57,,,,,,
28,27,25,29,31,26,,32,,,,,,
31,23,32,21,35,35,,35,,,,,,
24,23,28,42,33,45,,47,,,,,,
29,36,34,39,26,30,,27,,,,,,
25,30,26,32,41,26,,33,,,,,,
37,40,35,33,35,26,,28,,,,,,
31,28,27,23,48,23,,56,,,,,,
30,45,27,46,27,64,,30,,,,,,
39,39,24,26,17,33,,25,,,,,,
33,34,25,35,47,27,,21,,,,,,
30,36,27,27,26,31,,31,,,,,,
30,45,19,27,27,32,,43,,,,,,
26,54,23,26,41,46,,24,,,,,,
30,30,48,25,31,31,,23,,,,,,
24,31,32,29,26,20,,38,,,,,,
43,31,25,26,25,41,,26,,,,,,
36,28,47,40,27,30,,29,,,,,,
30,36,29,63,29,26,,34,,,,,,
26,46,37,30,26,39,,41,,,,,,
39,27,26,24,32,45,,30,,,,,,
32,38,24,24,39,27,,38,,,,,,
27,43,50,20,31,53,,55,,,,,,
41,46,41,53,32,39,,33,,,,,,
29,27,35,32,40,34,,34,,,,,,
24,26,27,26,40,33,,49,,,,,,
26,22,35,39,29,29,,33,,,,,,
23,24,31,24,35,30,,43,,,,,,
54,41,34,45,54,41,,30,,,,,,
49,27,26,21,17,26,,52,,,,,,
37,24,33,51,57,33,,23,,,,,,
30,28,49,26,29,24,,55,,,,,,
24,27,32,56,25,39,,34,,,,,,
24,26,25,28,35,17,,53,,,,,,
17,21,46,37,48,29,,29,,,,,,
28,36,42,43,28,24,,57,,,,,,
47,49,46,27,27,34,,58,,,,,,
27,27,32,27,25,35,,35,,,,,,
31,25,21,21,34,44,,49,,,,,,
27,23,30,33,22,36,,53,,,,,,
26,48,37,31,25,26,,47,,,,,,
25,27,30,37,23,28,,42,,,,,,
23,43,27,39,40,25,,60,,,,,,
30,26,48,53,53,34,,35,,,,,,
28,25,29,29,37,46,,45,,,,,,
35,52,29,42,30,26,,49,,,,,,
24,15,24,33,39,30,,52,,,,,,
28,35,35,43,36,36,,36,,,,,,
30,25,24,27,36,37,,35,,,,,,
26,26,25,37,49,30,,29,,,,,,
21,44,24,31,39,43,,28,,,,,,
42,26,30,30,27,26,,38,,,,,,
29,35,31,25,26,35,,62,,,,,,
34,26,32,57,43,37,,30,,,,,,
41,23,36,24,26,26,,33,,,,,,
24,24,29,37,25,39,,30,,,,,,
30,41,54,26,28,41,,31,,,,,,
28,59,28,31,20,32,,55,,,,,,
26,32,26,26,27,35,,51,,,,,,
32,24,29,30,37,44,,35,,,,,,
27,29,46,29,50,49,,28,,,,,,
49,53,34,37,20,28,,21,,,,,,
37,37,26,33,31,27,,20,,,,,,
29,61,44,25,26,28,,25,,,,,,
35,43,30,40,31,25,,22,,,,,,
28,31,34,39,23,29,,40,,,,,,
38,41,43,34,50,26,,31,,,,,,
23,35,28,23,28,38,,56,,,,,,
27,52,26,27,29,28,,49,,,,,,
23,58,27,26,26,40,,31,,,,,,
25,40,28,38,33,24,,34,,,,,,
54,31,34,27,27,40,,30,,,,,,
36,28,27,35,36,29,,34,,,,,,
37,33,30,43,24,35,,29,,,,,,
21,28,25,31,57,26,,51,,,,,,
31,28,28,35,28,27,,35,,,,,,
27,49,28,34,34,27,,41,,,,,,
28,26,28,31,20,43,,28,,,,,,
38,27,34,23,39,27,,34,,,,,,
33,40,26,24,44,26,,35,,,,,,
34,40,32,34,32,47,,60,,,,,,
32,26,36,30,38,39,,45,,,,,,
27,38,25,23,36,28,,43,,,,,,
50,47,25,30,44,28,,51,,,,,,
28,28,32,24,30,37,,34,,,,,,
29,28,43,25,26,20,,30,,,,,,
51,43,28,26,37,25,,25,,,,,,
26,30,43,26,31,27,,29,,,,,,
39,30,30,33,47,24,,48,,,,,,
21,25,27,25,31,42,,50,,,,,,
26,33,27,28,42,24,,53,,,,,,
28,28,37,30,36,45,,39,,,,,,
30,24,40,25,39,38,,26,,,,,,
26,34,46,33,43,25,,25,,,,,,
35,24,26,27,39,37,,28,,,,,,
33,39,22,31,29,24,,46,,,,,,
32,71,27,34,31,36,,55,,,,,,
26,28,32,46,36,48,,64,,,,,,
32,28,32,49,39,44,,50,,,,,,
28,43,24,24,34,51,,33,,,,,,
29,26,58,37,25,45,,40,,,,,,
25,29,34,41,35,26,,35,,,,,,
29,24,26,38,43,28,,42,,,,,,
60,32,33,27,26,42,,33,,,,,,
36,47,27,22,43,41,,50,,,,,,
28,38,30,30,37,28,,47,,,,,,
26,52,51,35,27,33,,34,,,,,,
28,35,40,30,28,26,,31,,,,,,
25,27,39,26,41,23,,47,,,,,,
24,31,54,29,53,27,,75,,,,,,
26,43,46,28,30,22,,37,,,,,,
26,32,24,26,26,28,,41,,,,,,
50,33,25,27,27,30,,55,,,,,,
34,46,29,27,27,38,,43,,,,,,
28,52,21,27,28,25,,51,,,,,,
23,28,29,37,49,29,,51,,,,,,
20,31,42,36,29,37,,39,,,,,,
37,27,26,44,23,53,,,,,,,,
32,33,32,41,27,31,,,,,,,,
39,25,35,23,28,29,,,,,,,,
48,32,27,27,49,68,,,,,,,,
19,40,34,30,29,31,,,,,,,,
28,28,28,22,27,31,,,,,,,,
43,32,53,32,34,30,,,,,,,,
33,41,27,41,35,39,,,,,,,,
27,23,25,33,25,32,,,,,,,,
26,27,44,38,26,22,,,,,,,,
23,36,24,54,41,48,,,,,,,,
27,27,27,25,28,30,,,,,,,,
28,28,24,42,23,60,,,,,,,,
42,37,26,30,30,29,,,,,,,,
29,22,25,24,37,23,,,,,,,,
44,47,39,28,30,29,,,,,,,,
29,41,41,23,28,35,,,,,,,,
29,35,29,41,32,42,,,,,,,,
43,30,41,33,32,22,,,,,,,,
26,34,32,26,23,25,,,,,,,,
25,25,32,39,29,47,,,,,,,,
28,28,43,34,34,32,,,,,,,,
